"ROI" "Risk" "Type"
"Stock 1" 14.7191419047513 0.216653138412206 1
"Stock 2" 16.7950061218449 0.282072230632808 1
"Stock 3" 5.65006712210989 0.0319232584843471 1
"Stock 4" 5.54101754584734 0.0307028754433881 1
"Stock 5" 13.8432735337901 0.191636222131333 1
"Stock 6" 19.1877338426055 0.368169130014668 1
"Stock 7" 18.2005517846051 0.331260085264092 1
"Stock 8" 13.7617876206655 0.189386798516302 1
"Stock 9" 11.6003437934127 0.134567976125369 1
"Stock 10" 10.9075108318664 0.118973792547283 1
"Bond 1" 7.92493814724424 0.062804644637647 2
"Bond 2" 7.42679509020721 0.0551572853119259 2
"Bond 3" 4.60000915796529 0.0211600842533645 2
"Bond 4" 2.5269353843018 0.00638540243643649 2
"Bond 5" 8.31048117473619 0.0690640973556446 2
"Bond 6" 6.37794837404134 0.0406782254619366 2
"Bond 7" 10.7245662427621 0.115016321095392 2
"Bond 8" 3.63507211646136 0.0132137492918749 2
"Bond 9" 7.63062187201762 0.0582263901537137 2
"Bond 10" 5.90647319741314 0.0348864256317598 2
"Cash 1" 3.6943313978796 0.0105552325653703 3
"Cash 2" 2.84136853304929 0.00811819580871227 3
"Cash 3" 3.64680617565369 0.0104194462161534 3
"Cash 4" 3.82393327033386 0.0109255236295253 3
"Cash 5" 3.47795441171911 0.00993701260491174 3
"Cash 6" 3.07105299374762 0.00877443712499321 3
"Cash 7" 3.01384970328767 0.00861099915225049 3
"Cash 8" 2.75421426235136 0.00786918360671817 3
"Cash 9" 2.35145237892563 0.00671843536835896 3
"Cash 10" 4.18314104571007 0.0119518315591716 3
